lambda,c:n:o:c,c:n:o:cC,CC,Nc:cC,NC=O,N=Nc:c:o,c:c:c,N=Nc:c,Nc,o:c:c:cC,Nc:c,c:c:c:c:c,o:c:c:c,o:n:c:c,o:n:c,n:c:cN=N,O=CC,n:c:c,Cc:c:cC,NCC,Nc:c:c:c,n:o:cC,n:c:c:c,c:c:c:c,N=Nc:c:c,c:cNCC,cNCC,o:c,n:o:c:c:c,c:c:cNC,n:o:c,c:cN=Nc,O=CNc:c,c:c:cC,c:c,o:c:c,c:o:n:c:c,N=Nc:cC,c:cNC,o:n:cC,N=Nc,cN=Nc,n:c:c:cC,Nc:c:n:o,n:c:cN,n:o:c:c,c:o:n:cC,O=C,o:cC,c:cC,n:c:c:c:o,Nc:c:o,Nc:c:c,n:cC,c:n:o:c:c,n:c,n:o:c:cN,n:o,O=CNc,N=N,cNC,o:n:c:c:c,n:c:n:c,N=Nc:n:c,n:cN=N,c:n:c:c,c:n:c,c:n:c:nC,n:c:c:n,n:c:n:c:c,n:c:n,c:c:nC,n:c:c:nC,Nc:c:n:c,n:c:nC,c:nC,n:cN=Nc,n:c:c:n:c,Nc:n:c,c:n:c:n:c,n:cN,n:c:n:cN,Nc:c:nC,n:c:s:c,n:n:c:s:c,nC,n:c:s:c:n,n:n,s:c:n:n:c,Nc:s:c,c:s:c,s:cN=Nc,Nc:s,c:c:n:c:c,c:n:c:c:c,c:c:n:cC,cC,n:n:c:s,n:c:c:c:c,n:n:cN=N,c:c:c:cC,n:c:s,Cn:cC,c:c:c:nC,n:c:s:cN,c:n:n:c,N=Nc:s:c,N=Nc:s,n:n:c,n:n:cN,n:c:c:cN,s:c,Nc:n:n:c,c:n:cC,c:c:c:cCl,c:cCl,N=Nc:cCl,cCl,c:c:cCl,Nc:cCl,Nc:c:cCl,c:c:cCF,FCF,cCF,c:cCF,CF,Nc:cCF,Cc,NC,N#CCCN,c[N+][O-],N#C,c:c[N+][O-],O=[N+]c:c:c,cNCCC,O=[N+]c:c,NCCC,CNCC,[N+][O-],CCC,N#CC,O=[N+][O-],[N+]c:c,CCNCC,c:c:c[N+][O-],N#CCC,[N+]c:c:c:c,O=[N+]c,[N+]c:c:c,[N+]c,O=[N+],CNCCC,Nc:c:cC,NCCO,OC,OCCNC,OCC,Brc,c:cOC,c:c:cOC,Nc:c:cO,cOC,Brc:c,CNC,Nc:cO,Oc,Oc:c:c:c,Nc:c[N+],[N+]c:c:c[N+],N=Nc:c[N+],Nc:cOC,Nc:c[N+]=O,[N+]c:c:cBr,Brc:c:c:c,Nc:c[N+][O-],Oc:c:c,N=Nc:cBr,N=Nc:cO,Nc:cBr,Brc:c:c,Oc:c,O=CO,O=COCC,O=CCc:c,O=COC,COC,COCC,c:s:c:c,n:cCC=O,OCCc:c,Nc:n:c:c,n:cCCO,Nc:s:c:c,s:c:n:c:c,Oc:c:n:c,c:cCC,n:c:cO,Nc:n:cC,c:n:cCC,cCC,s:c:n:cC,O=CCc,CCOCC,s:c:cC,s:c:c,n:cCC,c:s:c:cC,s:c:cCC,n:c:s:c:c,s:c:c:n:c,n:c:c:s:c,s:c:n:c,c:n:c:s:c,OCCc,COCCc,n:c:c:s,c:cF,c:c:cF,Nc:c:cF,c:c:c:cF,cF,N=Nc:cN,Nc:cN,Oc:c[N+][O-],Nc:c:cN,Nc:c:c[N+],O=[N+]c:cO,Oc:c[N+],NC=CNC,NC=CN,CNCNC,NCN,NCNC,NC=CCN,NC=CC=O,C=CN=Nc,NC=CC,CNC=CC,N=NCCN,C=CCNC,NC=C,O=CNC=O,N=NC=CN,O=CNCC,NCNCN,NCCNC,NCC=C,O=CNC=C,O=CC=C,O=CNC,C=CNC,c:cN=NC,N=NCC=O,NCNC=C,N=NC,N=NC=C,C=CC,cN=NC,NCCN,cN=NCC,C=C,N=NCC,NCNC=O,NCC=O,NCNCC,CNc,c:c:cCC,O=CCCl,NCCCl,CNCCCl,CCCl,CCl,c:n:[nH]:c,c:n:[nH]:cC,[nH]:c:cN=N,[nH]:c:c:cC,OCc,[nH]:c:c:c,[nH]:n:c:c,[nH]:n:c,n:[nH]:cC,[nH]:c,n:[nH]:c:c:c,O=Cc:c:c,OCc:c,OCc:c:c,c:[nH]:n:c:c,O=Cc:c,[nH]:n:c:cN,[nH]:cC,n:c:c:c:[nH],n:[nH],O=Cc,Brc:c:cBr,c:[nH]:c:c,[nH]:c:c:c:c,c:[nH]:cc:c,[nH]:cc:c:c,c:c:cc:c,[nH]:c:c:cN,c:cc:c,c:[nH]:c:c:c,c:[nH]:cc,Nc:cc:c,c:[nH]:c,[nH]:cc:c,c:cc,c:c:cc,[nH]:cc,Nc:c:[nH]:c,c:c:c:cc,Nc:cc,[nH]:c:c,c:c:[nH]:cc,c:c:[nH]:c:c,cc,[nH]:c:cN,N=Nc:cc,NCCCc,CNc:cC,NCCc:c,c:cCCC,cNCCc,Nc:cCC,NCCc,CCCc,Sc:c:cCl,Clc:c:cCl,Sc:c,c:c:cSC,c:cSC,SC,Sc:c:c,cSC,Sc:c:c:c,C=CC=CC,OCNCC,CC=CC,NCC=CC,N=NCC=C,NCO,OC=C,O=CCC,NCCCN,NCCC=O,C=CC=C,N=NCCC,O=CC=CC,N=NC=CO,NC=CC=C,C=CNCC,O=CNCO,C=CCC,NC=CCC,OC=CCC,OC=CC=C,NC=CO,OC=CC,O=CCC=O,OCNC,c:cCOC,N=C,N=Cc:c,N=Cc,c:c:cN=C,C=Nc,Oc:cC,c:cN=C,c:cN=Cc,N=Cc:c:c,c:cC=Nc,N=Cc:cO,n:cN=C,n:cN=Cc,cN=Cc,cCOCC,c:n:cN=C,OCc:c:s,O=Cc:n:c,n:c:s:cC,OCc:cC,n:cC=O,n:cCOC,O=Cc:c:s,OCc:n:c,s:cCNC,c:s:cC,s:cC,O=Cc:cC,n:c:cC,c:n:c:cC,Cc:cC,cCNCC,n:c:cCN,NCc:cC,NCc,n:cCO,NCc:s,NCc:s:c,NCc:c,c:cCNC,Nc:s:cC,s:c:c:c,s:c:c:c:c,c:s:c:c:c,[N+]c:c:c:s,Cc:c:cCl,N#Cc:c:c,N#Cc:cN,N#Cc,N#Cc:c,O=S,O=Sc,c:nc:c:c,n:n:cC,O=SO,n:n:c:c,c:c:nc:c,Nc:c:nc,OS,n:nc:c:c,n:n:c:cN,c:nc,c:n:n:cC,n:n:cO,OSc,c:n:nc:c,O=Sc:c,n:cO,OSc:c:c,c:c:c:nc,Oc:nc:c,Oc:n:n:c,n:nc:c,c:nc:c,n:nc,O=Sc:c:c,Sc,n:n:c:c:c,c:n:n:c:c,c:c:nc,n:c:c:c:n,n:c:c:cO,nc:c:c:c,OSc:c,O=S=O,c:n:nc,nc:c:c,cn:n:cC,Oc:c:cC,c:c:n:nc,Oc:nc,[N+]c:c:cC,Oc:cNC,OCCO,OCCC,NCCCO,N#CC=C,NSc,NS,NSc:c,O=Sc:cO,N#CC=CC,Nc:c:cS,N#CCC=O,NSc:c:c,Sc:cOC,Oc:cS,Sc:c:cC,NSc:cO,NS=O,n:c:cOC,OCCNc,Nc:cCO,cc:cC,c:s:c:cc,s:cNC,s:c:cc,s:c:c:cc,Nc:c:cc,OCc:cc,c:s:cNC,Nc:cC=O,c:c:s:c:c,c:cc:cC,s:cNCC,O=Cc:cc,Nc:s:cN,s:c:cc:c,COCCC,CN=Nc,c:n:[nH]:c:c,n:[nH]:c:c,[nH]:n:c:c:c,n:[nH]:c:cN,[nH]:c:c:c:n,[nH]:n,C=CCNc,Fc:c:cF,Oc:c:cO,nc,nc:c:cCl,Nc:s:cS,Sc:s:c,n:c:s:cS,n:cSC,c:s:cSC,n:cS,s:cS,n:n:cSC,Sc:n:n:c,n:n:cS,s:cSC,Oc:c:c:s,N=NCS,SCN=Nc,CCCCC,SCCCC,SCCC,SCC,NCCCC,NCSC,CSCCC,NCS,s:cN=NC,CSC,NCSCN,CCCC,CCSCC,N#CCCC,NCSCC,N=NCSC,N#CCCS,CSCC,n:cN=NC,Nc:cNC,Nc:nC,N=Nc:cF,Nc:cF,N=Nc:nC,NCc:c:c,O=CNCc,c:cCC=C,cCCC,OCC=C,CC=CCc,C=CCc,C=CCOC,O=CCCc,NC=CCO,OCC=CC,OCCCc,c:c:s:cC,N#Cc:s:c,N#Cc:s,[N+]c:c:cCl,[nH]:n:cN=N,[nH]:n:cN,n:[nH]:c,Nc:n:[nH]:c,N#Cc:cC,NCCBr,N#Cc:c:s,s:c:c:cC,BrCCNc,BrCC,Oc:cCC,BrC,n:c:n:[nH]:c,n:[nH]:c:n,[nH]:c:n:cN,n:c:n:c:[nH],[nH]:c:n:c,[nH]:c:n,Nc:n:cS,n:c:n:cS,n:[nH]:c:n:c,Sc:n:c,[nH]:cS,Sc:[nH]:n:c,n:[nH]:cS,COCc,SOC,NCCOS,O=SOCC,O=SOC,SOCC,OSC,CSOCC,O=SC,COSC,Nc:cCN,Brc:c:cC,NCc:c:s,[nH]:n:c:n,c:c:n:cc,c:n:cc,n:c:[nH]:n:c,[nH]:n:c:n:c,[nH]:c:n:c:n,n:cc:c:c,n:cc:c,c:cc:nC,c:n:cc:c,Cn:cc,n:cc,c:cNc:c,c:cNc,c:c:cNc,Fc:cF,cNc:cF,Oc:cNc,CNCc,c:[nH]:n:cC,Nc:c:cBr,c:c:cOc,c:cOc,c:cOc:c,cOc,c:n:nC,c:c:n:nC,n:nC,Cc:c:cF,Nc:n:cc,s:c:n:cc,cSCC,SCCOC,OCSc,O=CCOc,OCCCO,cOCC,OCCCC,OCCCS,OCCOC,OCCSc,SCOCC,O=CCO,c:cSCC,OCSc:c,OCS,COCSc,cSCCC,c:cOCC,SCOC,OCCS,CSc,Cn:n:cC,Oc:c:cF,Nc:cOc,cOc:cF,cNc,Oc:cF,cNCCCl,NCCOC,c:[nH]:cC,c:c:[nH]:cC,Oc:cOC,Oc:cO,n:n:c:cC,Cn:c:cC,n:c:[nH],s:c:c:cCl,Cc:cc,Oc:n:cO,Oc:n:c,n:c:n:cO,Oc:n:c:c,Oc:c:c[N+],n:c:cNC,n:c:c:cI,N=Nc:cI,Ic:c,Ic:c:c,Nc:cI,Ic,[nH]:n:cC,c:[nH]:n:c,nc:c,n:n:n:cN,n:n:n:c:c,n:n:n:c,n:n:c:c:n,n:n:n,c:n:n:n:c,c:n:n:nC,n:n:nC,NCOCC,CNCOC,NCOC,O=Cc:c[N+],O=[N+]c:cC,[N+]c:cC,Cc:c[N+][O-],OCc:c[N+],c:s:cCC,s:cCC,n:n:cCC,NC=CCc,CSSC,O=SS,SSCc,SCc:c:c,SCc:c,O=SSCc,SS,SSC,SCc,O=SSC,SSCc:c,CSSCc,N#Cc:cc,Brc:c:cCl,Nc:cS,N=Nc:cS,Nc:cSC,Nc:s:cO,s:cOC,c:s:cOC,Oc:s:c:c,Oc:s,Oc:s:c,n:n:cC=O,n:n:cCO,n:cNC,n:c:cC#N,Nc:n:cN,c:n:cNC,n:cNCC,[nH]:cN,Nc:[nH]:c:c,[nH]:cN=Nc,[nH]:c:n:c:c,[nH]:cN=N,c:n:c:[nH]:c,[nH]:c:c:n:c,n:c:c:[nH],Sc:c:cF,c:cSc:c,c:cSc,c:c:cSc,Sc:cF,cSc,cSc:cF,Nc:cSc,Ic:c:c:c,C=Nc:cC,CNc:cF,CCNCc,Sc:cS,Sc:cSc,SSCC,O=SSCC,cNCNC,NCCS,NCCSS,CSSCC,NCNc:c,SCCNC,Sc:cNc,Sc:c:cS,OO,SOONC,OONC,NO,OONCC,ONC,NOOS,ONCC,OOSc:c,OOS,NOO,NOOSc,OOSc,c:n:c:cCl,n:c:cCl,CCCCc,O=CCCC,COc,CCc,Nc:n:nC,Oc:cCO,O=Cc:cO,s:cSc:c,O=Sc:s,O=Sc:s:c,Sc:c:n:c,n:c:cSc,n:c:cS=O,n:c:cS,c:s:cSc,s:cSc,n:n:c:n,n:c:n:c:n,n:c:n:n:c,n:c:n:nC,n:n:c:n:c,CCF,CCCF,FCCF,FCCCF,cCCCF,c:cCCF,Cc:cCl,n:c:cCc,c:c:cCc,c:cCc:c,c:s:cCc,c:cCc,s:cCc:c,cCc,s:cCc,Sc:cCl,c:nc:cCl,nc:cCl,O=Sc:cCl,Clc:cCl,n:nc:cCl,OSc:cCl,Cc:n:cC,O=CCCO,NCCNc,O=CCNC,o:c:c:cc,o:cc:c,c:n:o:cc,o:cc,o:n:cc:c,cc:c:cc,o:cc:c:c,n:c:c:cc,o:n:cc,n:o:cc:c,n:o:cc,c:o:n:cc,OCNc,OCNc:c,c:cNC=C,C=CNc,c:n:n:cc,n:n:cc:c,Cn:n:cc,n:n:cc,O=CCS,O=SCC,NCCS=O,O=SCC=O,O=CCSC,SCCNc,NCCSC,cNc:cC,s:cNc:c,s:cNc,n:c:cNc,c:s:cNc,Oc:c:cCl,nc:c:cS,Nc:[nH]:n:c,n:[nH]:cN,n:[nH]:cN=N,CCCCl,OCCCCl,O=CCCCl
342,1,1,3,2,1,1,7,4,4,1,6,6,1,1,1,1,1,1,1,1,4,1,1,6,2,2,1,1,1,2,1,4,2,2,8,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,6,3,3,0,3,6,0,0,0,1,0,2,0,0,2,0,0,6,2,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,0,0,1,0,0,9,2,0,0,2,10,0,0,0,1,0,3,0,0,2,0,4,10,2,0,0,0,0,0,0,2,0,1,8,0,0,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,2,1,0,4,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,3,0,1,0,2,1,0,0,0,1,0,1,2,2,3,1,1,2,1,1,1,1,2,4,2,1,2,5,1,2,2,1,4,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1,1,0,2,0,1,7,4,2,1,4,6,1,1,1,1,0,1,1,0,2,1,1,6,2,0,0,1,1,0,1,4,0,2,8,1,1,2,0,1,2,1,1,1,1,1,1,0,1,2,1,1,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
